Vendor Number,Category Name,Date,Sale (Dollars)
346,TEMPORARY & SPECIALTY PACKAGES,01/26/2023,234.00
654,FLAVORED GIN,08/28/2023,525.00
772,COCKTAILS/RTD,10/15/2023,54.00
205,100% AGAVE TEQUILA,05/31/2023,1498.50
255,AMERICAN VODKAS,04/07/2023,1892.94
100,STRAIGHT BOURBON WHISKIES,02/21/2023,75.00
305,AMERICAN VODKAS,04/03/2023,327.75
305,STRAIGHT BOURBON WHISKIES,01/04/2023,772.50
305,WHISKEY LIQUEUR,10/23/2023,10302.54
421,IMPORTED VODKAS,09/27/2023,3840.65
434,SPICED RUM,06/14/2023,450.00
154,BLENDED WHISKIES,09/12/2023,931.68
300,BLENDED WHISKIES,03/23/2023,18.63
434,CREAM LIQUEURS,01/06/2023,214.50
065,AMERICAN VODKAS,08/21/2023,1091.25
305,AMERICAN CORDIALS & LIQUEURS,07/31/2023,379.61
395,SPECIAL ORDER ITEMS,04/25/2023,273.00
035,IMPORTED CORDIALS & LIQUEURS,10/22/2023,1065.64
260,AGED DARK RUM,06/05/2023,413.88
666,FLAVORED GIN,06/28/2023,19.74
978,IMPORTED VODKAS,09/20/2023,142.56
239,IMPORTED FLAVORED VODKA,08/17/2023,18.75
395,SPECIAL ORDER ITEMS,03/06/2023,39.00
300,BLENDED WHISKIES,09/13/2023,150.96
259,AMERICAN VODKAS,09/14/2023,1280.25
368,IMPORTED CORDIALS & LIQUEURS,02/22/2023,5263.05
260,CANADIAN WHISKIES,03/27/2023,81044.74
434,AMERICAN VODKAS,05/19/2023,32557.54
229,WHITE RUM,01/20/2023,354.00
260,BLENDED WHISKIES,08/17/2023,7322.46
260,MEZCAL,03/17/2023,104.98
240,IMPORTED DRY GINS,08/15/2023,1039.82
266,STRAIGHT BOURBON WHISKIES,01/04/2023,883.35
297,BLENDED WHISKIES,07/28/2023,4508.06
619,100% AGAVE TEQUILA,04/04/2023,4257.75
830,SINGLE BARREL BOURBON WHISKIES,01/25/2023,1215.00
297,STRAIGHT BOURBON WHISKIES,09/19/2023,215.88
434,AMERICAN CORDIALS & LIQUEURS,10/22/2023,619.88
300,AMERICAN DRY GINS,03/10/2023,71.04
259,IMPORTED CORDIALS & LIQUEURS,04/06/2023,541.14
300,IMPORTED DRY GINS,02/13/2023,56.25
368,AMERICAN VODKAS,09/01/2023,147.00
255,AMERICAN VODKAS,03/28/2023,1632.54
305,STRAIGHT BOURBON WHISKIES,02/08/2023,720.00
755,TEMPORARY & SPECIALTY PACKAGES,10/06/2023,330.78
755,WHISKEY LIQUEUR,02/24/2023,202.56
205,CREAM LIQUEURS,09/20/2023,15061.48
370,STRAIGHT RYE WHISKIES,01/16/2023,493.56
619,BOTTLED IN BOND BOURBON,08/10/2023,1147.50
306,COCKTAILS/RTD,10/31/2023,204.00
192,TEMPORARY & SPECIALTY PACKAGES,10/10/2023,225.99
654,BLENDED WHISKIES,02/03/2023,1260.00
370,STRAIGHT BOURBON WHISKIES,09/08/2023,875.36
277,IMPORTED VODKAS,07/08/2023,404.85
619,STRAIGHT BOURBON WHISKIES,02/08/2023,7324.94
460,TEMPORARY & SPECIALTY PACKAGES,10/03/2023,168.75
368,BLENDED WHISKIES,02/24/2023,120.00
370,FLAVORED GIN,07/12/2023,287.76
305,IMPORTED CORDIALS & LIQUEURS,05/16/2023,435.22
125,BLENDED WHISKIES,01/19/2023,3060.81
654,BLENDED WHISKIES,08/08/2023,2205.00
368,AMERICAN VODKAS,06/21/2023,1764.00
065,MIXTO TEQUILA,02/01/2023,622.50
229,TRIPLE SEC,07/26/2023,38.40
434,SPICED RUM,04/17/2023,1201.56
214,STRAIGHT RYE WHISKIES,09/12/2023,425.25
065,STRAIGHT BOURBON WHISKIES,05/30/2023,56141.60
115,100% AGAVE TEQUILA,03/21/2023,39.06
301,AMERICAN VODKAS,04/17/2023,115083.25
255,IMPORTED VODKAS,10/26/2023,48.83
805,AMERICAN DISTILLED SPIRITS SPECIALTY,02/16/2023,472.50
395,SPICED RUM,03/06/2023,1671.75
370,IMPORTED BRANDIES,02/01/2023,167.88
421,IMPORTED VODKAS,10/17/2023,7279.70
421,AMERICAN BRANDIES,03/13/2023,4787.55
525,BLENDED WHISKIES,07/20/2023,198.00
260,COCKTAILS/RTD,01/27/2023,1825.42
395,IRISH WHISKIES,05/17/2023,2024.25
035,IMPORTED DRY GINS,05/03/2023,14108.52
645,STRAIGHT BOURBON WHISKIES,04/13/2023,30.00
300,BLENDED WHISKIES,08/04/2023,382.20
240,IRISH WHISKIES,10/27/2023,1286.25
594,AMERICAN VODKAS,04/25/2023,180.00
380,WHITE RUM,10/09/2023,423.00
338,IMPORTED DISTILLED SPIRITS SPECIALTY,08/09/2023,240.06
962,IMPORTED BRANDIES,09/22/2023,52.50
826,AMERICAN FLAVORED VODKA,08/14/2023,1458.00
434,GOLD RUM,09/08/2023,834.12
116,AMERICAN DISTILLED SPIRITS SPECIALTY,07/21/2023,175.50
619,IMPORTED CORDIALS & LIQUEURS,01/12/2023,2948.69
205,AMERICAN VODKAS,09/11/2023,5857.94
154,STRAIGHT BOURBON WHISKIES,04/12/2023,89.79
391,IRISH WHISKIES,07/19/2023,24.00
130,IRISH WHISKIES,08/11/2023,234.00
619,AMERICAN VODKAS,03/03/2023,954.00
259,100% AGAVE TEQUILA,06/29/2023,1978.50
619,AGED DARK RUM,08/31/2023,148.50
747,STRAIGHT BOURBON WHISKIES,02/13/2023,202.56
116,AMERICAN DISTILLED SPIRITS SPECIALTY,09/09/2023,58.50
259,CREAM LIQUEURS,03/31/2023,726.75
035,AGED DARK RUM,10/31/2023,174.42
315,STRAIGHT BOURBON WHISKIES,02/14/2023,200.04
370,IMPORTED BRANDIES,01/24/2023,125.91
420,IMPORTED VODKAS,10/26/2023,535.32
434,AMERICAN SCHNAPPS,04/11/2023,2870.48
641,AMERICAN CORDIALS & LIQUEURS,10/22/2023,18.68
259,AMERICAN BRANDIES,09/28/2023,2266.42
035,WHITE RUM,04/25/2023,12326.87
205,AMERICAN DRY GINS,08/21/2023,1550.52
434,MIXTO TEQUILA,01/04/2023,4518.62
305,IRISH WHISKIES,10/23/2023,48.75
777,AMERICAN VODKAS,07/27/2023,6969.54
439,100% AGAVE TEQUILA,06/06/2023,54.00
772,FLAVORED GIN,10/26/2023,180.00
434,WHITE RUM,10/03/2023,3253.79
434,WHITE RUM,07/13/2023,2197.98
209,AMERICAN VODKAS,07/13/2023,245.52
772,IMPORTED CORDIALS & LIQUEURS,07/11/2023,429.00
229,TRIPLE SEC,09/21/2023,38.40
434,IMPORTED DISTILLED SPIRITS SPECIALTY,04/26/2023,5225.76
772,AMERICAN CORDIALS & LIQUEURS,06/06/2023,2747.73
277,IMPORTED FLAVORED VODKA,02/22/2023,3782.73
205,CREAM LIQUEURS,06/22/2023,3875.79
395,BLENDED WHISKIES,04/12/2023,1701.33
370,FLAVORED RUM,01/25/2023,33752.88
297,BLENDED WHISKIES,03/07/2023,4693.78
260,IMPORTED VODKAS,05/26/2023,4679.19
297,STRAIGHT BOURBON WHISKIES,03/31/2023,107.94
205,SINGLE MALT SCOTCH,02/07/2023,172.50
421,SPECIAL ORDER ITEMS,05/30/2023,214.18
775,BLENDED WHISKIES,03/29/2023,108.00
260,BLENDED WHISKIES,08/09/2023,3478.91
420,IMPORTED BRANDIES,10/05/2023,32115.35
525,BLENDED WHISKIES,01/16/2023,236.12
260,100% AGAVE TEQUILA,08/31/2023,48598.10
338,BLENDED WHISKIES,05/18/2023,298.78
368,IMPORTED DISTILLED SPIRITS SPECIALTY,06/26/2023,1820.46
370,BLENDED WHISKIES,08/16/2023,697.74
035,SINGLE MALT SCOTCH,04/11/2023,108.00
130,SPECIAL ORDER ITEMS,06/06/2023,19.61
777,AMERICAN DRY GINS,08/08/2023,69.12
368,STRAIGHT BOURBON WHISKIES,06/05/2023,353.82
481,AMERICAN DISTILLED SPIRITS SPECIALTY,04/05/2023,691.20
654,BLENDED WHISKIES,09/08/2023,26.25
370,SCOTCH WHISKIES,07/14/2023,1043.28
035,COFFEE LIQUEURS,10/31/2023,263.16
115,STRAIGHT BOURBON WHISKIES,03/31/2023,666.00
617,AMERICAN VODKAS,08/23/2023,4467.60
395,SPICED RUM,04/11/2023,839.25
305,FLAVORED RUM,03/20/2023,881.44
421,IMPORTED DISTILLED SPIRITS SPECIALTY,01/31/2023,586.44
154,AMERICAN DISTILLED SPIRITS SPECIALTY,04/04/2023,169.14
266,STRAIGHT BOURBON WHISKIES,06/08/2023,37.34
035,IMPORTED CORDIALS & LIQUEURS,09/18/2023,7185.60
305,SPECIAL ORDER ITEMS,06/20/2023,99.96
065,CANADIAN WHISKIES,09/26/2023,4010.00
285,COCKTAILS/RTD,09/09/2023,41.91
260,TEMPORARY & SPECIALTY PACKAGES,08/09/2023,1504.83
305,WHISKEY LIQUEUR,04/12/2023,131.25
421,IMPORTED FLAVORED VODKA,06/20/2023,21.76
035,IMPORTED CORDIALS & LIQUEURS,09/22/2023,5277.54
297,AMERICAN DRY GINS,08/21/2023,562.98
917,STRAIGHT BOURBON WHISKIES,10/18/2023,135.06
336,STRAIGHT RYE WHISKIES,08/31/2023,243.00
380,AMERICAN FLAVORED VODKA,05/26/2023,9239.90
370,IMPORTED DRY GINS,07/07/2023,1082.98
370,IRISH WHISKIES,09/15/2023,22717.22
434,100% AGAVE TEQUILA,10/18/2023,2736.00
300,AMERICAN FLAVORED VODKA,07/25/2023,1072.06
434,AMERICAN SCHNAPPS,02/02/2023,2309.08
255,BLENDED WHISKIES,02/16/2023,2046.06
395,STRAIGHT RYE WHISKIES,03/09/2023,261.00
380,AMERICAN FLAVORED VODKA,01/25/2023,5746.26
525,AMERICAN DISTILLED SPIRITS SPECIALTY,07/28/2023,245.07
420,IMPORTED VODKAS,07/21/2023,296.88
205,BLENDED WHISKIES,05/31/2023,60.00
764,AMERICAN FLAVORED VODKA,08/22/2023,60.00
384,AMERICAN DISTILLED SPIRITS SPECIALTY,09/12/2023,25.74
395,CANADIAN WHISKIES,07/10/2023,768.75
633,TENNESSEE WHISKIES,09/09/2023,422.16
421,SPICED RUM,05/15/2023,443.58
260,FLAVORED RUM,10/20/2023,1119.58
305,COCKTAILS/RTD,10/16/2023,1340.41
065,AMERICAN SCHNAPPS,09/21/2023,11079.73
240,IMPORTED CORDIALS & LIQUEURS,09/15/2023,432.00
380,SINGLE MALT SCOTCH,02/23/2023,594.00
205,100% AGAVE TEQUILA,04/14/2023,1791.75
611,MEZCAL,03/17/2023,292.50
260,MIXTO TEQUILA,02/10/2023,236.25
154,BLENDED WHISKIES,09/13/2023,1296.57
259,AMERICAN VODKAS,04/27/2023,991.15
115,STRAIGHT BOURBON WHISKIES,03/24/2023,31.50
777,WHITE RUM,01/06/2023,88.20
205,IMPORTED CORDIALS & LIQUEURS,10/03/2023,63.00
115,STRAIGHT BOURBON WHISKIES,01/30/2023,126.00
125,STRAIGHT BOURBON WHISKIES,04/18/2023,2208.60
434,CANADIAN WHISKIES,03/02/2023,196.95
125,BLENDED WHISKIES,09/19/2023,564.06
368,SPECIAL ORDER ITEMS,04/18/2023,175.26
125,SINGLE MALT SCOTCH,02/10/2023,223.80
277,TEMPORARY & SPECIALTY PACKAGES,09/20/2023,101.25
368,WHISKEY LIQUEUR,04/17/2023,23.25
277,IMPORTED VODKAS,07/21/2023,487.25
521,AMERICAN VODKAS,06/29/2023,226.22
368,100% AGAVE TEQUILA,07/14/2023,630.00
370,IRISH WHISKIES,02/03/2023,38042.88
434,COFFEE LIQUEURS,06/15/2023,90.00
315,STRAIGHT BOURBON WHISKIES,07/11/2023,42.00
305,WHITE RUM,07/13/2023,31.48
434,AMERICAN FLAVORED VODKA,04/26/2023,2483.26
740,100% AGAVE TEQUILA,09/08/2023,78.76
342,CORN WHISKIES,08/18/2023,17.25
305,CORN WHISKIES,10/13/2023,224.94
116,AMERICAN DISTILLED SPIRITS SPECIALTY,09/12/2023,29.25
305,STRAIGHT BOURBON WHISKIES,04/21/2023,60.00
434,TRIPLE SEC,10/03/2023,659.48
481,AMERICAN DISTILLED SPIRITS SPECIALTY,01/06/2023,614.40
666,AMERICAN FLAVORED VODKA,05/02/2023,118.44
772,IRISH WHISKIES,02/28/2023,157.50
389,IMPORTED BRANDIES,09/26/2023,16952.83
205,STRAIGHT BOURBON WHISKIES,08/09/2023,41.25
125,BOTTLED IN BOND BOURBON,09/19/2023,112.50
205,SINGLE BARREL BOURBON WHISKIES,06/27/2023,1380.00
772,FLAVORED RUM,07/05/2023,111.00
305,FLAVORED RUM,08/29/2023,1038.98
578,STRAIGHT BOURBON WHISKIES,02/28/2023,66.70
389,GOLD RUM,10/18/2023,35.94
065,IMPORTED CORDIALS & LIQUEURS,05/23/2023,431.00
421,AMERICAN VODKAS,03/15/2023,21581.15
666,AMERICAN DRY GINS,07/27/2023,59.22
085,TEMPORARY & SPECIALTY PACKAGES,08/17/2023,6058.89
259,AMERICAN BRANDIES,05/23/2023,3497.52
154,NEUTRAL GRAIN SPIRITS,04/21/2023,119.76
342,100% AGAVE TEQUILA,05/08/2023,351.00
712,FLAVORED RUM,03/15/2023,20.99
260,STRAIGHT BOURBON WHISKIES,07/19/2023,8775.55
421,AMERICAN DRY GINS,01/10/2023,422.35
775,STRAIGHT RYE WHISKIES,01/19/2023,18.00
421,IMPORTED VODKAS,07/18/2023,4396.45
085,STRAIGHT RYE WHISKIES,01/26/2023,732.14
428,STRAIGHT BOURBON WHISKIES,01/17/2023,174.00
305,AGED DARK RUM,10/25/2023,420.42
384,TEMPORARY & SPECIALTY PACKAGES,09/20/2023,34.50
357,IMPORTED DRY GINS,06/19/2023,1469.22
394,AMERICAN FLAVORED VODKA,01/04/2023,180.00
611,100% AGAVE TEQUILA,01/03/2023,590.76
115,TENNESSEE WHISKIES,01/09/2023,154.44
421,AMERICAN DRY GINS,06/03/2023,656.00
260,SPICED RUM,07/08/2023,32681.56
260,AMERICAN DRY GINS,06/20/2023,1320.19
755,IRISH WHISKIES,09/18/2023,48.00
277,BLENDED WHISKIES,06/30/2023,607.50
370,COFFEE LIQUEURS,05/24/2023,7388.95
772,FLAVORED GIN,03/13/2023,45.00
259,100% AGAVE TEQUILA,02/20/2023,1807.50
525,CORN WHISKIES,01/09/2023,183.75
287,WHISKEY LIQUEUR,10/04/2023,445.50
125,BOTTLED IN BOND BOURBON,01/09/2023,300.00
115,AMERICAN FLAVORED VODKA,07/20/2023,1883.10
736,BLENDED WHISKIES,03/01/2023,175.50
255,TEMPORARY & SPECIALTY PACKAGES,03/15/2023,494.89
785,IMPORTED DRY GINS,06/07/2023,46.80
115,TEMPORARY & SPECIALTY PACKAGES,01/30/2023,684.00
557,IMPORTED BRANDIES,06/30/2023,-21.90
755,IMPORTED DRY GINS,02/14/2023,324.00
240,SCOTCH WHISKIES,02/20/2023,1117.47
259,SPICED RUM,01/08/2023,7398.01
785,GOLD RUM,02/28/2023,258.78
125,BLENDED WHISKIES,02/03/2023,285.00
481,AMERICAN DISTILLED SPIRITS SPECIALTY,08/23/2023,288.00
421,IMPORTED CORDIALS & LIQUEURS,03/21/2023,1483.41
035,SINGLE BARREL BOURBON WHISKIES,07/17/2023,944.86
654,BLENDED WHISKIES,10/06/2023,393.75
830,SINGLE BARREL BOURBON WHISKIES,05/16/2023,2775.00
911,BLENDED WHISKIES,09/29/2023,2940.00
785,IMPORTED DRY GINS,04/25/2023,140.40
065,AMERICAN DRY GINS,07/31/2023,116.94
786,STRAIGHT BOURBON WHISKIES,03/28/2023,86.22
240,IRISH WHISKIES,02/22/2023,348.75
065,AMERICAN DRY GINS,02/07/2023,375.54
368,100% AGAVE TEQUILA,05/08/2023,498.27
325,STRAIGHT BOURBON WHISKIES,09/19/2023,3240.00
421,FLAVORED RUM,03/31/2023,156.00
421,AGED DARK RUM,09/05/2023,719.28
389,IMPORTED DRY GINS,03/09/2023,449.55
240,BLENDED WHISKIES,06/05/2023,213.00
395,TEMPORARY & SPECIALTY PACKAGES,06/03/2023,39.00
305,AMERICAN CORDIALS & LIQUEURS,06/01/2023,1927.16
536,STRAIGHT BOURBON WHISKIES,05/23/2023,112.50
130,CREAM LIQUEURS,07/31/2023,23.73
357,BLENDED WHISKIES,09/20/2023,300.00
035,100% AGAVE TEQUILA,01/06/2023,15340.02
305,IMPORTED DRY GINS,09/29/2023,45.00
342,TENNESSEE WHISKIES,06/28/2023,34.50
260,SCOTCH WHISKIES,09/27/2023,10329.87
755,TEMPORARY & SPECIALTY PACKAGES,10/25/2023,4619.73
389,SCOTCH WHISKIES,09/26/2023,47.22
353,IMPORTED DISTILLED SPIRITS SPECIALTY,05/17/2023,261.12
325,STRAIGHT BOURBON WHISKIES,02/14/2023,540.00
492,BOTTLED IN BOND BOURBON,08/21/2023,698.80
260,TENNESSEE WHISKIES,09/25/2023,197.96
917,TEMPORARY & SPECIALTY PACKAGES,08/01/2023,481.50
346,NEUTRAL GRAIN SPIRITS FLAVORED,04/19/2023,14777.84
395,SPICED RUM,09/19/2023,3540.00
035,STRAIGHT BOURBON WHISKIES,09/22/2023,1871.52
085,SINGLE BARREL BOURBON WHISKIES,10/23/2023,35.25
255,100% AGAVE TEQUILA,01/31/2023,3449.72
260,COCKTAILS/RTD,05/11/2023,1223.39
300,BLENDED WHISKIES,06/30/2023,152.88
421,IMPORTED SCHNAPPS,02/22/2023,12088.84
300,SINGLE BARREL BOURBON WHISKIES,10/31/2023,60.00
305,IMPORTED CORDIALS & LIQUEURS,02/03/2023,157.01
564,AMERICAN VODKAS,06/15/2023,96.96
240,SINGLE MALT SCOTCH,03/07/2023,292.50
662,TEMPORARY & SPECIALTY PACKAGES,07/31/2023,78.00
434,100% AGAVE TEQUILA,03/30/2023,2880.75
293,IMPORTED DISTILLED SPIRITS SPECIALTY,08/02/2023,403.20
297,SPECIAL ORDER ITEMS,03/28/2023,176.11
260,STRAIGHT RYE WHISKIES,04/14/2023,1346.48
154,NEUTRAL GRAIN SPIRITS,03/06/2023,119.76
259,AMERICAN VODKAS,10/09/2023,416.25
125,BLENDED WHISKIES,10/15/2023,288.00
065,AMERICAN BRANDIES,06/01/2023,6.75
277,IMPORTED VODKAS,08/09/2023,719.64
259,100% AGAVE TEQUILA,08/28/2023,1707.75
421,AMERICAN FLAVORED VODKA,01/12/2023,312.39
460,SCOTCH WHISKIES,04/14/2023,117.00
306,STRAIGHT RYE WHISKIES,02/10/2023,690.24
085,BOTTLED IN BOND BOURBON,02/22/2023,224.94
115,100% AGAVE TEQUILA,02/24/2023,88.98
434,AMERICAN SLOE GINS,05/08/2023,128.10
549,CORN WHISKIES,02/01/2023,451.50
300,IMPORTED DRY GINS,09/11/2023,900.00
755,WHISKEY LIQUEUR,09/11/2023,236.32
260,STRAIGHT RYE WHISKIES,01/24/2023,948.38
125,SINGLE MALT SCOTCH,06/30/2023,447.60
205,CREAM LIQUEURS,06/08/2023,4410.51
260,SINGLE MALT SCOTCH,04/24/2023,2242.35
380,IRISH WHISKIES,10/03/2023,906.60
065,IMPORTED BRANDIES,02/27/2023,2305.50
421,AMERICAN VODKAS,04/12/2023,30098.83
434,AMERICAN BRANDIES,04/03/2023,3667.78
259,BOTTLED IN BOND BOURBON,02/09/2023,1594.50
305,AMERICAN VODKAS,03/14/2023,228.00
421,TEMPORARY & SPECIALTY PACKAGES,02/23/2023,2078.93
421,CREAM LIQUEURS,05/22/2023,1110.87
065,IRISH WHISKIES,07/19/2023,31.50
777,TEMPORARY & SPECIALTY PACKAGES,08/18/2023,1050.47
035,FLAVORED RUM,10/13/2023,2243.91
395,IRISH WHISKIES,07/28/2023,1487.25
434,TRIPLE SEC,03/08/2023,2304.73
125,AGED DARK RUM,02/03/2023,52.50
085,TENNESSEE WHISKIES,06/29/2023,86712.84
827,AMERICAN VODKAS,02/27/2023,540.00
065,STRAIGHT RYE WHISKIES,03/31/2023,1361.94
306,AMERICAN DRY GINS,03/27/2023,1310.04
421,COFFEE LIQUEURS,03/08/2023,619.24
434,CREAM LIQUEURS,02/02/2023,510.75
065,AMERICAN VODKAS,09/13/2023,1908.00
259,WHITE RUM,03/15/2023,103.98
777,AMERICAN VODKAS,04/21/2023,8666.64
205,AMERICAN VODKAS,09/29/2023,6143.83
492,BLENDED WHISKIES,02/27/2023,1566.00
421,STRAIGHT BOURBON WHISKIES,01/24/2023,38995.02
654,AMERICAN DRY GINS,04/24/2023,855.00
619,GOLD RUM,06/14/2023,828.00
116,AMERICAN DISTILLED SPIRITS SPECIALTY,07/31/2023,175.50
619,STRAIGHT BOURBON WHISKIES,09/13/2023,3964.16
421,AGED DARK RUM,05/25/2023,319.68
125,STRAIGHT BOURBON WHISKIES,01/06/2023,6694.39
384,TEMPORARY & SPECIALTY PACKAGES,09/07/2023,267.24
421,AMERICAN FLAVORED VODKA,06/08/2023,1230.54
619,AGED DARK RUM,10/30/2023,758.25
342,TENNESSEE WHISKIES,09/13/2023,103.50
065,IMPORTED DRY GINS,03/24/2023,153.00
205,AMERICAN DRY GINS,01/10/2023,987.00
619,AMERICAN CORDIALS & LIQUEURS,03/13/2023,996.75
205,AMERICAN VODKAS,03/08/2023,5406.73
305,COCKTAILS/RTD,06/07/2023,930.80
240,SINGLE MALT SCOTCH,09/05/2023,3187.50
384,AMERICAN DISTILLED SPIRITS SPECIALTY,06/01/2023,25.74
125,AGED DARK RUM,05/02/2023,78.75
370,BLENDED WHISKIES,07/11/2023,161.94
308,COCKTAILS/RTD,10/17/2023,273.00
325,SINGLE BARREL BOURBON WHISKIES,02/02/2023,540.00
434,IMPORTED CORDIALS & LIQUEURS,01/16/2023,112.50
065,MIXTO TEQUILA,10/17/2023,472.50
297,AMERICAN VODKAS,05/15/2023,5668.68
434,STRAIGHT RYE WHISKIES,05/17/2023,90.00
460,SPECIAL ORDER ITEMS,07/17/2023,315.00
434,TRIPLE SEC,02/01/2023,1666.87
305,FLAVORED RUM,07/07/2023,1353.64
434,AMERICAN VODKAS,08/04/2023,27940.05
125,AMERICAN DRY GINS,04/19/2023,110.70
065,IMPORTED DRY GINS,01/20/2023,76.50
642,TEMPORARY & SPECIALTY PACKAGES,01/20/2023,56.25
338,CREAM LIQUEURS,04/06/2023,467.88
421,IMPORTED VODKAS,05/09/2023,5763.70
434,STRAIGHT BOURBON WHISKIES,04/24/2023,13008.00
391,STRAIGHT BOURBON WHISKIES,03/14/2023,33.90
260,TEMPORARY & SPECIALTY PACKAGES,05/09/2023,2840.74
395,STRAIGHT BOURBON WHISKIES,05/03/2023,89.50
482,AGED DARK RUM,01/02/2023,32.24
035,SCOTCH WHISKIES,04/25/2023,2057.25
619,CANADIAN WHISKIES,06/15/2023,276.00
305,FLAVORED RUM,03/15/2023,409.24
259,CORN WHISKIES,03/13/2023,175.50
205,AMERICAN DRY GINS,07/13/2023,1583.72
384,NEUTRAL GRAIN SPIRITS FLAVORED,05/08/2023,602.94
370,IMPORTED CORDIALS & LIQUEURS,09/06/2023,55.48
342,FLAVORED GIN,07/17/2023,819.00
380,CANADIAN WHISKIES,01/10/2023,690.03
305,AGED DARK RUM,02/13/2023,60.75
380,AGED DARK RUM,08/18/2023,241.76
370,COCKTAILS/RTD,04/10/2023,3021.96
261,IMPORTED BRANDIES,09/07/2023,78.00
342,100% AGAVE TEQUILA,08/16/2023,360.75
395,IRISH WHISKIES,04/13/2023,463.50
115,STRAIGHT RYE WHISKIES,03/27/2023,378.00
306,TEMPORARY & SPECIALTY PACKAGES,10/20/2023,112.50
370,MIXTO TEQUILA,03/21/2023,227.81
434,MIXTO TEQUILA,06/27/2023,4125.90
300,CREAM LIQUEURS,01/09/2023,1983.92
306,STRAIGHT RYE WHISKIES,09/19/2023,172.56
346,TENNESSEE WHISKIES,08/31/2023,4497.00
300,AMERICAN FLAVORED VODKA,06/29/2023,1147.97
065,COCKTAILS/RTD,02/23/2023,4778.10
192,IMPORTED CORDIALS & LIQUEURS,04/28/2023,14335.81
370,IMPORTED VODKAS,10/11/2023,10108.31
110,FLAVORED GIN,05/17/2023,866.40
255,AMERICAN VODKAS,09/21/2023,1034.91
368,IMPORTED CORDIALS & LIQUEURS,06/02/2023,743.67
035,IMPORTED DRY GINS,06/15/2023,4442.94
297,STRAIGHT BOURBON WHISKIES,04/14/2023,53.97
370,IMPORTED BRANDIES,04/11/2023,503.64
305,AMERICAN DRY GINS,04/17/2023,22.50
654,CORN WHISKIES,08/14/2023,112.50
065,MIXTO TEQUILA,08/16/2023,1206.00
421,BLENDED WHISKIES,07/31/2023,153.00
633,TENNESSEE WHISKIES,09/18/2023,70.36
777,AMERICAN VODKAS,04/24/2023,6192.40
525,STRAIGHT RYE WHISKIES,01/23/2023,51.00
305,BLENDED WHISKIES,06/20/2023,126.00
460,AGED DARK RUM,01/05/2023,380.19
085,TENNESSEE WHISKIES,05/29/2023,2271.58
368,100% AGAVE TEQUILA,10/10/2023,375.00
917,STRAIGHT BOURBON WHISKIES,07/11/2023,4456.98
380,AMERICAN DRY GINS,08/21/2023,580.68
260,STRAIGHT BOURBON WHISKIES,07/03/2023,9222.19
187,STRAIGHT RYE WHISKIES,06/12/2023,468.00
521,AMERICAN FLAVORED VODKA,04/04/2023,1135.68
654,FLAVORED GIN,10/11/2023,2520.00
421,FLAVORED RUM,09/28/2023,370.50
421,STRAIGHT RYE WHISKIES,08/03/2023,508.20
434,CANADIAN WHISKIES,01/30/2023,963.59
368,TENNESSEE WHISKIES,09/06/2023,264.00
481,AMERICAN CORDIALS & LIQUEURS,06/12/2023,115.20
259,100% AGAVE TEQUILA,08/03/2023,1260.00
620,WHISKEY LIQUEUR,08/22/2023,526.20
434,COCKTAILS/RTD,02/17/2023,168.84
306,TEMPORARY & SPECIALTY PACKAGES,09/21/2023,434.94
035,IRISH WHISKIES,04/07/2023,55.98
115,IMPORTED DISTILLED SPIRITS SPECIALTY,10/12/2023,243.00
255,IMPORTED VODKAS,02/15/2023,82.72
240,SPICED RUM,06/26/2023,2388.10
421,AMERICAN CORDIALS & LIQUEURS,05/24/2023,10391.08
205,CREAM LIQUEURS,10/10/2023,6334.61
525,BLENDED WHISKIES,04/14/2023,28.50
368,BLENDED WHISKIES,09/06/2023,802.77
035,FLAVORED RUM,06/07/2023,8276.16
421,AMERICAN DRY GINS,07/17/2023,1226.61
229,AMERICAN DRY GINS,01/16/2023,63.00
830,SINGLE BARREL BOURBON WHISKIES,02/27/2023,1215.00
205,AMERICAN FLAVORED VODKA,06/15/2023,10732.08
259,IMPORTED CORDIALS & LIQUEURS,02/08/2023,281.07
305,TEMPORARY & SPECIALTY PACKAGES,09/26/2023,33.75
421,AMERICAN FLAVORED VODKA,06/23/2023,708.47
100,IMPORTED DISTILLED SPIRITS SPECIALTY,07/19/2023,1012.18
421,SCOTCH WHISKIES,04/05/2023,5046.71
370,SINGLE MALT SCOTCH,10/24/2023,1921.79
300,AMERICAN FLAVORED VODKA,02/16/2023,445.90
035,IMPORTED DRY GINS,07/12/2023,4680.32
300,CREAM LIQUEURS,06/14/2023,638.41
235,AGED DARK RUM,08/30/2023,741.54
305,WHISKEY LIQUEUR,09/27/2023,630.00
035,IMPORTED VODKAS,04/07/2023,9427.50
434,CANADIAN WHISKIES,06/28/2023,974.22
306,STRAIGHT BOURBON WHISKIES,03/21/2023,172.56
777,AMERICAN VODKAS,09/22/2023,8674.97
772,CANADIAN WHISKIES,04/19/2023,3655.26
342,BLENDED WHISKIES,10/16/2023,1304.25
255,STRAIGHT RYE WHISKIES,05/15/2023,3693.18
125,STRAIGHT BOURBON WHISKIES,05/30/2023,31552.47
370,MEZCAL,04/06/2023,515.52
389,SCOTCH WHISKIES,10/26/2023,566.64
421,STRAIGHT RYE WHISKIES,07/13/2023,1067.22
