Vendor Number,Category Name,Date,Sale (Dollars)
305,BLENDED WHISKIES,05/17/2023,13.86
035,FLAVORED RUM,09/04/2023,39.42
259,100% AGAVE TEQUILA,06/13/2023,1154.25
306,BLENDED WHISKIES,02/02/2023,25.50
297,AMERICAN DRY GINS,02/27/2023,467.34
421,AGED DARK RUM,10/25/2023,315.45
363,SINGLE MALT SCOTCH,10/09/2023,810.00
421,CREAM LIQUEURS,01/05/2023,2910.12
205,SINGLE MALT SCOTCH,09/29/2023,232.50
421,CANADIAN WHISKIES,03/14/2023,8296.32
338,IMPORTED CORDIALS & LIQUEURS,07/27/2023,179.94
255,AMERICAN DISTILLED SPIRITS SPECIALTY,03/13/2023,4218.00
380,COCKTAILS/RTD,06/07/2023,57.54
460,AGED DARK RUM,05/04/2023,120.06
755,WHITE RUM,06/12/2023,25.38
785,SPECIAL ORDER ITEMS,04/19/2023,132.30
421,WHISKEY LIQUEUR,01/13/2023,115306.11
370,IMPORTED VODKAS,09/28/2023,10366.95
035,STRAIGHT BOURBON WHISKIES,05/25/2023,2105.46
305,100% AGAVE TEQUILA,10/03/2023,33.75
259,CANADIAN WHISKIES,06/01/2023,57090.72
240,100% AGAVE TEQUILA,07/26/2023,3019.50
154,NEUTRAL GRAIN SPIRITS,10/10/2023,359.28
240,SCOTCH WHISKIES,09/15/2023,711.52
421,BLENDED WHISKIES,09/15/2023,703.80
260,AMERICAN FLAVORED VODKA,03/07/2023,6816.00
035,GOLD RUM,10/16/2023,1818.09
259,CANADIAN WHISKIES,09/01/2023,83790.54
325,SINGLE BARREL BOURBON WHISKIES,05/10/2023,135.00
300,SINGLE BARREL BOURBON WHISKIES,10/25/2023,1200.00
338,CREAM LIQUEURS,01/25/2023,111.55
492,BOTTLED IN BOND BOURBON,05/05/2023,357.30
736,100% AGAVE TEQUILA,02/15/2023,72.52
775,STRAIGHT RYE WHISKIES,02/09/2023,144.00
277,STRAIGHT BOURBON WHISKIES,03/23/2023,4506.00
259,WHISKEY LIQUEUR,06/29/2023,393.06
370,SINGLE MALT SCOTCH,05/01/2023,4517.28
035,IMPORTED DISTILLED SPIRITS SPECIALTY,04/20/2023,340.56
065,AMERICAN VODKAS,03/03/2023,2514.00
421,CANADIAN WHISKIES,03/10/2023,10058.13
118,CANADIAN WHISKIES,01/18/2023,54.52
297,SPECIAL ORDER ITEMS,05/10/2023,192.12
300,BOTTLED IN BOND BOURBON,08/10/2023,540.00
259,TEMPORARY & SPECIALTY PACKAGES,10/26/2023,717.00
434,CREAM LIQUEURS,05/03/2023,76.50
481,AMERICAN DISTILLED SPIRITS SPECIALTY,03/03/2023,806.40
110,FLAVORED GIN,04/27/2023,173.28
205,CREAM LIQUEURS,02/01/2023,6573.89
363,IMPORTED CORDIALS & LIQUEURS,10/25/2023,146.25
525,BLENDED WHISKIES,01/18/2023,171.00
566,AMERICAN VODKAS,06/01/2023,243.56
421,AMERICAN BRANDIES,03/16/2023,4513.77
229,WHISKEY LIQUEUR,07/13/2023,117.00
205,100% AGAVE TEQUILA,03/22/2023,1683.10
346,NEUTRAL GRAIN SPIRITS FLAVORED,03/20/2023,15029.29
641,AMERICAN CORDIALS & LIQUEURS,09/13/2023,56.04
619,IMPORTED CORDIALS & LIQUEURS,10/16/2023,7640.25
421,CORN WHISKIES,05/24/2023,162.00
085,AMERICAN BRANDIES,04/03/2023,281.46
259,AMERICAN FLAVORED VODKA,09/22/2023,2642.25
395,SPICED RUM,03/17/2023,297.00
395,STRAIGHT BOURBON WHISKIES,09/20/2023,313.32
780,STRAIGHT RYE WHISKIES,03/13/2023,69.99
395,IMPORTED VODKAS,04/26/2023,144.00
035,IMPORTED DISTILLED SPIRITS SPECIALTY,10/11/2023,591.63
521,AMERICAN VODKAS,10/30/2023,162.24
065,IRISH WHISKIES,09/08/2023,220.50
260,CANADIAN WHISKIES,09/22/2023,89348.68
163,100% AGAVE TEQUILA,06/26/2023,690.00
209,AMERICAN VODKAS,01/24/2023,585.00
434,SPICED RUM,07/03/2023,581.69
772,SPICED RUM,07/19/2023,198.00
370,FLAVORED RUM,06/20/2023,17236.80
085,STRAIGHT RYE WHISKIES,09/29/2023,528.75
420,IMPORTED BRANDIES,07/06/2023,20668.63
389,IMPORTED CORDIALS & LIQUEURS,09/01/2023,2681.37
065,AMERICAN CORDIALS & LIQUEURS,09/12/2023,828.46
645,STRAIGHT RYE WHISKIES,07/18/2023,30.00
482,AGED DARK RUM,05/16/2023,674.98
035,TEMPORARY & SPECIALTY PACKAGES,06/06/2023,1904.62
260,MIXTO TEQUILA,02/28/2023,630.00
085,TENNESSEE WHISKIES,06/13/2023,55085.63
395,IMPORTED VODKAS,10/10/2023,144.00
125,TEMPORARY & SPECIALTY PACKAGES,07/17/2023,223.80
434,SINGLE BARREL BOURBON WHISKIES,04/28/2023,720.00
421,AMERICAN FLAVORED VODKA,04/03/2023,975.68
065,AGED DARK RUM,06/26/2023,826.20
065,AMERICAN VODKAS,05/01/2023,1469.25
370,AMERICAN DRY GINS,01/29/2023,144.93
118,AMERICAN FLAVORED VODKA,10/18/2023,3178.08
755,IMPORTED DISTILLED SPIRITS SPECIALTY,08/14/2023,81.00
380,COFFEE LIQUEURS,07/21/2023,365.25
260,CANADIAN WHISKIES,02/20/2023,77526.20
065,WHITE RUM,09/05/2023,378.00
772,CANADIAN WHISKIES,06/13/2023,4038.06
368,IMPORTED DRY GINS,06/14/2023,250.47
035,AGED DARK RUM,07/03/2023,432.48
421,IMPORTED VODKAS,08/08/2023,13696.54
035,FLAVORED RUM,09/13/2023,4812.84
758,BLENDED WHISKIES,04/05/2023,22.50
380,COCKTAILS/RTD,01/10/2023,161.28
259,SPICED RUM,06/23/2023,12232.11
065,AMERICAN VODKAS,06/03/2023,1032.00
259,WHISKEY LIQUEUR,05/16/2023,567.96
619,STRAIGHT RYE WHISKIES,06/01/2023,45.00
712,AMERICAN VODKAS,01/23/2023,77.96
421,BLENDED WHISKIES,10/30/2023,357.90
110,AGED DARK RUM,03/28/2023,347.76
434,GOLD RUM,01/27/2023,1323.12
736,100% AGAVE TEQUILA,03/07/2023,72.52
578,AMERICAN DISTILLED SPIRITS SPECIALTY,07/14/2023,1033.44
255,100% AGAVE TEQUILA,02/09/2023,3507.14
448,AMERICAN DRY GINS,04/05/2023,26.25
370,SCOTCH WHISKIES,06/21/2023,762.18
421,IMPORTED CORDIALS & LIQUEURS,04/20/2023,6671.05
035,IMPORTED CORDIALS & LIQUEURS,01/20/2023,7089.30
035,SINGLE BARREL BOURBON WHISKIES,10/04/2023,621.00
421,TEMPORARY & SPECIALTY PACKAGES,06/08/2023,5889.45
755,IMPORTED DRY GINS,05/23/2023,90.00
434,COFFEE LIQUEURS,08/31/2023,202.50
297,BLENDED WHISKIES,02/13/2023,5583.02
306,BLENDED WHISKIES,03/29/2023,178.50
205,BLENDED WHISKIES,02/07/2023,214.91
370,SCOTCH WHISKIES,05/05/2023,952.32
255,IMPORTED VODKAS,05/16/2023,131.54
240,SCOTCH WHISKIES,01/10/2023,1560.00
434,COCKTAILS/RTD,10/04/2023,488.93
065,CANADIAN WHISKIES,10/13/2023,2331.37
260,TEMPORARY & SPECIALTY PACKAGES,03/13/2023,5170.66
305,BLENDED WHISKIES,08/07/2023,325.90
421,TEMPORARY & SPECIALTY PACKAGES,07/12/2023,6024.60
536,BLENDED WHISKIES,04/13/2023,225.00
421,SCOTCH WHISKIES,09/14/2023,1569.98
775,STRAIGHT RYE WHISKIES,03/15/2023,18.00
654,AMERICAN VODKAS,06/01/2023,121.50
035,FLAVORED RUM,05/31/2023,5274.18
391,IRISH WHISKIES,03/23/2023,270.54
536,STRAIGHT BOURBON WHISKIES,08/10/2023,56.25
305,IMPORTED CORDIALS & LIQUEURS,09/18/2023,1665.57
065,COCKTAILS/RTD,06/14/2023,7882.35
154,AMERICAN DISTILLED SPIRITS SPECIALTY,06/21/2023,706.83
259,100% AGAVE TEQUILA,04/18/2023,1346.25
389,IMPORTED DRY GINS,02/23/2023,269.73
305,IMPORTED VODKAS,09/29/2023,323.37
654,FLAVORED GIN,08/16/2023,2966.25
370,COCKTAILS/RTD,05/11/2023,143.88
229,AMERICAN VODKAS,04/19/2023,202.50
395,STRAIGHT RYE WHISKIES,03/15/2023,152.25
306,BLENDED WHISKIES,07/18/2023,153.00
240,BLENDED WHISKIES,10/02/2023,372.75
125,STRAIGHT BOURBON WHISKIES,07/10/2023,13998.71
266,STRAIGHT BOURBON WHISKIES,01/06/2023,29.79
793,AMERICAN VODKAS,05/23/2023,716.04
035,AGED DARK RUM,08/21/2023,67.50
346,TENNESSEE WHISKIES,10/11/2023,7255.50
370,MEZCAL,09/07/2023,386.64
115,STRAIGHT BOURBON WHISKIES,03/28/2023,400.50
633,COCKTAILS/RTD,03/16/2023,45.00
421,IMPORTED CORDIALS & LIQUEURS,05/10/2023,4076.40
205,CREAM LIQUEURS,06/06/2023,6568.11
370,MIXTO TEQUILA,03/08/2023,35.97
306,COCKTAILS/RTD,01/06/2023,153.00
619,AGED DARK RUM,03/07/2023,199.50
370,IMPORTED BRANDIES,01/19/2023,83.94
690,AMERICAN DISTILLED SPIRITS SPECIALTY,04/12/2023,27.00
342,FLAVORED GIN,07/28/2023,300.00
370,COCKTAILS/RTD,08/22/2023,71.94
368,IMPORTED CORDIALS & LIQUEURS,05/31/2023,2413.51
619,100% AGAVE TEQUILA,05/18/2023,3429.00
260,IMPORTED SCHNAPPS,10/17/2023,5089.18
305,BLENDED WHISKIES,04/11/2023,2565.36
240,IRISH WHISKIES,08/11/2023,708.75
384,NEUTRAL GRAIN SPIRITS FLAVORED,06/23/2023,775.71
380,AGED DARK RUM,05/09/2023,362.64
255,IMPORTED VODKAS,10/20/2023,124.08
205,100% AGAVE TEQUILA,09/28/2023,680.25
434,AMERICAN CORDIALS & LIQUEURS,04/10/2023,1687.98
911,BLENDED WHISKIES,07/03/2023,22920.00
764,AMERICAN FLAVORED VODKA,10/25/2023,90.00
065,CANADIAN WHISKIES,10/27/2023,3767.37
125,BLENDED WHISKIES,02/24/2023,536.02
654,BLENDED WHISKIES,04/24/2023,1155.00
421,SINGLE MALT SCOTCH,03/15/2023,160.56
380,AGED DARK RUM,04/18/2023,120.88
346,NEUTRAL GRAIN SPIRITS,03/10/2023,37.50
460,SCOTCH WHISKIES,02/24/2023,234.00
306,STRAIGHT BOURBON WHISKIES,08/31/2023,517.68
065,BLENDED WHISKIES,07/10/2023,8258.69
085,100% AGAVE TEQUILA,02/06/2023,2906.17
240,SINGLE MALT SCOTCH,07/25/2023,1267.50
300,100% AGAVE TEQUILA,05/30/2023,333.00
662,AMERICAN CORDIALS & LIQUEURS,05/08/2023,121.44
035,WHITE RUM,03/09/2023,11910.87
085,TEMPORARY & SPECIALTY PACKAGES,09/12/2023,353.97
255,TEMPORARY & SPECIALTY PACKAGES,02/20/2023,81.42
306,SINGLE BARREL BOURBON WHISKIES,09/09/2023,75.00
255,100% AGAVE TEQUILA,10/20/2023,526.29
368,STRAIGHT BOURBON WHISKIES,08/24/2023,316.40
125,BLENDED WHISKIES,06/23/2023,1564.12
380,AGED DARK RUM,09/08/2023,543.96
926,STRAIGHT RYE WHISKIES,09/07/2023,2295.00
434,AMERICAN BRANDIES,07/08/2023,2263.51
259,AMERICAN CORDIALS & LIQUEURS,09/28/2023,1188.00
035,STRAIGHT BOURBON WHISKIES,03/07/2023,1212.75
240,IMPORTED DRY GINS,08/21/2023,2296.80
384,AMERICAN DISTILLED SPIRITS SPECIALTY,10/02/2023,25.74
154,NEUTRAL GRAIN SPIRITS,04/18/2023,39.92
259,WHISKEY LIQUEUR,07/11/2023,165.99
619,AMERICAN CORDIALS & LIQUEURS,06/15/2023,1449.75
065,MIXTO TEQUILA,01/10/2023,890.25
902,COCKTAILS/RTD,07/12/2023,349.16
380,SPICED RUM,07/14/2023,180.00
115,BLENDED WHISKIES,07/12/2023,420.00
260,CREAM LIQUEURS,03/24/2023,7935.29
633,TENNESSEE WHISKIES,07/27/2023,773.96
772,CANADIAN WHISKIES,02/06/2023,3320.04
266,SCOTCH WHISKIES,10/26/2023,89.60
205,AMERICAN FLAVORED VODKA,09/07/2023,9872.87
384,NEUTRAL GRAIN SPIRITS FLAVORED,02/17/2023,447.15
434,AMERICAN SCHNAPPS,05/02/2023,3139.68
764,AMERICAN FLAVORED VODKA,05/12/2023,180.00
306,STRAIGHT BOURBON WHISKIES,10/24/2023,172.56
443,AGED DARK RUM,07/06/2023,234.00
214,STRAIGHT RYE WHISKIES,05/02/2023,366.00
306,BLENDED WHISKIES,06/03/2023,178.50
978,BLENDED WHISKIES,08/14/2023,268.56
617,AMERICAN VODKAS,06/26/2023,129.60
115,STRAIGHT RYE WHISKIES,07/03/2023,378.00
035,100% AGAVE TEQUILA,02/06/2023,25489.71
395,MIXTO TEQUILA,01/05/2023,22036.95
594,BLENDED WHISKIES,09/28/2023,864.00
163,100% AGAVE TEQUILA,01/24/2023,41.25
342,CORN WHISKIES,01/27/2023,17.25
772,AMERICAN FLAVORED VODKA,02/06/2023,1455.00
962,IMPORTED BRANDIES,08/24/2023,157.50
338,CREAM LIQUEURS,05/22/2023,67.50
370,STRAIGHT BOURBON WHISKIES,02/02/2023,3373.75
434,SPICED RUM,06/27/2023,480.00
380,IRISH WHISKIES,09/05/2023,241.76
428,STRAIGHT BOURBON WHISKIES,09/20/2023,348.00
035,IMPORTED DISTILLED SPIRITS SPECIALTY,05/31/2023,192.57
260,TENNESSEE WHISKIES,09/09/2023,148.44
305,SCOTCH WHISKIES,10/04/2023,268.56
065,IMPORTED DRY GINS,08/16/2023,1501.88
195,AMERICAN VODKAS,07/31/2023,507.24
065,AMERICAN DRY GINS,06/20/2023,584.70
085,BOTTLED IN BOND BOURBON,01/05/2023,37.49
305,AMERICAN VODKAS,03/31/2023,1168.50
065,STRAIGHT RYE WHISKIES,10/24/2023,864.09
564,BLENDED WHISKIES,06/16/2023,346.92
214,STRAIGHT RYE WHISKIES,07/12/2023,881.51
764,AMERICAN FLAVORED VODKA,02/06/2023,432.00
090,IMPORTED FLAVORED VODKA,09/07/2023,202.50
380,SPICED RUM,08/16/2023,180.00
472,100% AGAVE TEQUILA,06/14/2023,4930.34
305,MEZCAL,02/07/2023,292.50
065,BLENDED WHISKIES,07/21/2023,14703.65
259,CREAM LIQUEURS,02/20/2023,527.25
035,COCKTAILS/RTD,04/04/2023,582.93
482,TEMPORARY & SPECIALTY PACKAGES,10/09/2023,89.97
380,AMERICAN BRANDIES,02/02/2023,35.70
065,IMPORTED VODKAS,03/08/2023,112.50
065,BOTTLED IN BOND BOURBON,06/26/2023,303.75
633,AMERICAN VODKAS,06/01/2023,30.00
370,IMPORTED DRY GINS,01/05/2023,1191.97
342,IMPORTED CORDIALS & LIQUEURS,02/27/2023,231.00
205,AMERICAN CORDIALS & LIQUEURS,03/21/2023,441.00
772,IRISH WHISKIES,04/24/2023,630.00
370,SPECIAL ORDER ITEMS,06/20/2023,24.74
421,CREAM LIQUEURS,03/08/2023,4498.43
260,BLENDED WHISKIES,07/11/2023,8472.25
911,BLENDED WHISKIES,06/26/2023,11400.00
395,MEZCAL,04/27/2023,86.00
065,FLAVORED RUM,08/18/2023,1730.25
277,IMPORTED VODKAS,01/08/2023,161.82
391,IRISH WHISKIES,05/08/2023,90.18
642,STRAIGHT BOURBON WHISKIES,10/13/2023,247.50
125,TEMPORARY & SPECIALTY PACKAGES,06/26/2023,537.12
619,STRAIGHT RYE WHISKIES,05/25/2023,540.00
240,SCOTCH WHISKIES,06/08/2023,1418.13
192,100% AGAVE TEQUILA,08/10/2023,9814.59
654,AMERICAN FLAVORED VODKA,04/11/2023,162.00
259,IMPORTED CORDIALS & LIQUEURS,06/26/2023,893.01
115,TEMPORARY & SPECIALTY PACKAGES,08/08/2023,540.00
448,FLAVORED GIN,03/01/2023,157.50
421,IMPORTED DISTILLED SPIRITS SPECIALTY,06/03/2023,1787.40
346,TENNESSEE WHISKIES,06/09/2023,5004.00
772,FLAVORED RUM,03/31/2023,114.75
260,SINGLE MALT SCOTCH,09/11/2023,1574.80
654,AMERICAN DRY GINS,06/09/2023,405.00
654,AMERICAN DRY GINS,02/28/2023,1035.00
079,TEMPORARY & SPECIALTY PACKAGES,10/05/2023,405.00
115,AMERICAN FLAVORED VODKA,09/15/2023,549.30
115,STRAIGHT BOURBON WHISKIES,03/21/2023,976.50
391,SINGLE MALT SCOTCH,01/03/2023,1753.56
065,AMERICAN VODKAS,06/30/2023,3754.50
260,IMPORTED VODKAS,01/18/2023,2237.84
065,CANADIAN WHISKIES,10/15/2023,1366.38
115,AMERICAN VODKAS,02/23/2023,4530.30
305,AMERICAN DRY GINS,05/30/2023,392.94
370,SCOTCH WHISKIES,10/24/2023,61.44
434,TRIPLE SEC,03/17/2023,714.37
421,AMERICAN SCHNAPPS,04/04/2023,11685.90
115,COCKTAILS/RTD,07/17/2023,9.75
380,SPICED RUM,02/17/2023,165.00
065,TRIPLE SEC,02/22/2023,294.00
260,AGED DARK RUM,01/26/2023,275.92
209,SPICED RUM,05/26/2023,63.00
065,IRISH WHISKIES,09/22/2023,15.75
421,AMERICAN DRY GINS,01/16/2023,1864.62
772,AMERICAN FLAVORED VODKA,06/13/2023,3510.00
434,AMERICAN SLOE GINS,01/13/2023,34.16
260,BLENDED WHISKIES,10/09/2023,9019.41
260,STRAIGHT RYE WHISKIES,06/07/2023,4435.31
357,TEMPORARY & SPECIALTY PACKAGES,07/03/2023,358.86
421,COFFEE LIQUEURS,06/03/2023,517.68
536,STRAIGHT BOURBON WHISKIES,02/28/2023,112.50
259,AMERICAN DRY GINS,02/27/2023,405.00
370,FLAVORED RUM,03/14/2023,15917.06
434,COCKTAILS/RTD,09/20/2023,85.56
065,BOTTLED IN BOND BOURBON,02/02/2023,20.25
065,IRISH WHISKIES,06/29/2023,47.25
346,NEUTRAL GRAIN SPIRITS FLAVORED,07/20/2023,11863.78
421,AMERICAN SCHNAPPS,06/21/2023,11385.96
380,AMERICAN SCHNAPPS,08/29/2023,1049.25
035,IRISH WHISKIES,10/18/2023,223.92
380,IRISH WHISKIES,04/05/2023,936.82
125,TEMPORARY & SPECIALTY PACKAGES,02/03/2023,764.52
395,IRISH WHISKIES,08/15/2023,415.50
420,SINGLE MALT SCOTCH,02/20/2023,1955.62
273,AMERICAN VODKAS,01/25/2023,270.00
690,STRAIGHT BOURBON WHISKIES,10/20/2023,145.04
421,STRAIGHT RYE WHISKIES,09/25/2023,304.92
065,FLAVORED RUM,03/10/2023,2068.50
259,CREAM LIQUEURS,09/21/2023,269.25
260,IMPORTED CORDIALS & LIQUEURS,03/30/2023,224.88
421,BLENDED WHISKIES,08/25/2023,2097.15
777,STRAIGHT BOURBON WHISKIES,02/27/2023,157.50
594,AMERICAN DISTILLED SPIRITS SPECIALTY,03/30/2023,468.00
154,BLENDED WHISKIES,10/06/2023,1012.56
434,GOLD RUM,10/11/2023,1268.39
259,CREAM LIQUEURS,06/12/2023,288.75
085,TENNESSEE WHISKIES,03/23/2023,48405.34
772,AMERICAN FLAVORED VODKA,10/31/2023,1920.00
772,SPICED RUM,05/04/2023,297.00
434,STRAIGHT BOURBON WHISKIES,02/06/2023,2505.00
434,IMPORTED DISTILLED SPIRITS SPECIALTY,06/06/2023,366.72
389,IMPORTED BRANDIES,04/13/2023,9759.83
192,100% AGAVE TEQUILA,07/28/2023,5872.51
260,AGED DARK RUM,02/24/2023,206.94
557,STRAIGHT BOURBON WHISKIES,10/25/2023,112.50
260,IMPORTED VODKAS,04/07/2023,9604.14
451,WHITE RUM,01/11/2023,326.25
125,AGED DARK RUM,01/03/2023,183.75
205,AMERICAN FLAVORED VODKA,08/10/2023,9914.86
421,STRAIGHT RYE WHISKIES,08/10/2023,228.69
420,IMPORTED VODKAS,07/06/2023,5276.04
259,AMERICAN VODKAS,03/07/2023,990.62
325,AMERICAN FLAVORED VODKA,09/06/2023,22.49
353,IMPORTED DISTILLED SPIRITS SPECIALTY,06/08/2023,261.12
100,STRAIGHT BOURBON WHISKIES,01/12/2023,471.00
370,SCOTCH WHISKIES,01/30/2023,1276.56
035,WHITE RUM,01/08/2023,7609.38
389,GOLD RUM,07/14/2023,71.88
208,AMERICAN DISTILLED SPIRITS SPECIALTY,05/19/2023,144.00
594,SINGLE BARREL BOURBON WHISKIES,04/18/2023,27.90
115,STRAIGHT RYE WHISKIES,06/13/2023,378.00
421,MEZCAL,01/27/2023,159.12
785,GOLD RUM,10/18/2023,290.28
325,STRAIGHT RYE WHISKIES,06/30/2023,67.50
342,CORN WHISKIES,01/11/2023,103.50
035,SCOTCH WHISKIES,03/03/2023,4470.39
300,BOTTLED IN BOND BOURBON,08/08/2023,450.00
619,MEZCAL,10/30/2023,510.00
654,AMERICAN VODKAS,09/14/2023,607.50
035,SCOTCH WHISKIES,08/10/2023,3456.75
065,STRAIGHT BOURBON WHISKIES,03/02/2023,51791.71
434,STRAIGHT RYE WHISKIES,06/22/2023,285.75
240,SCOTCH WHISKIES,06/19/2023,1152.00
434,IMPORTED DISTILLED SPIRITS SPECIALTY,05/05/2023,22.92
421,COFFEE LIQUEURS,09/07/2023,115.88
380,AMERICAN BRANDIES,04/28/2023,114.24
035,SCOTCH WHISKIES,08/09/2023,1503.75
259,BOTTLED IN BOND BOURBON,07/31/2023,766.50
035,STRAIGHT BOURBON WHISKIES,05/16/2023,1559.60
205,AMERICAN VODKAS,02/08/2023,5125.92
566,AMERICAN VODKAS,10/27/2023,454.05
434,WHISKEY LIQUEUR,10/26/2023,150.00
421,IMPORTED DISTILLED SPIRITS SPECIALTY,01/05/2023,117.60
259,CANADIAN WHISKIES,10/23/2023,59391.58
065,SPECIAL ORDER ITEMS,02/20/2023,141.72
306,STRAIGHT RYE WHISKIES,05/11/2023,28.76
380,TEMPORARY & SPECIALTY PACKAGES,06/06/2023,90.00
380,AMERICAN SCHNAPPS,08/18/2023,537.00
384,AMERICAN DISTILLED SPIRITS SPECIALTY,06/07/2023,51.48
259,WHISKEY LIQUEUR,02/07/2023,232.71
229,AMERICAN DRY GINS,04/11/2023,126.00
259,WHISKEY LIQUEUR,01/06/2023,515.25
395,MIXTO TEQUILA,08/31/2023,24532.45
557,IMPORTED BRANDIES,03/16/2023,682.95
255,AMERICAN VODKAS,05/03/2023,2214.96
421,STRAIGHT RYE WHISKIES,01/13/2023,914.76
619,IMPORTED CORDIALS & LIQUEURS,04/18/2023,4749.75
305,100% AGAVE TEQUILA,08/08/2023,794.80
434,GOLD RUM,01/18/2023,1172.77
115,TEMPORARY & SPECIALTY PACKAGES,05/30/2023,60.00
300,TEMPORARY & SPECIALTY PACKAGES,10/12/2023,112.50
380,SPICED RUM,04/27/2023,15.00
229,AMERICAN VODKAS,05/03/2023,468.00
300,IMPORTED DRY GINS,09/26/2023,37.50
192,TEMPORARY & SPECIALTY PACKAGES,09/09/2023,668.70
205,STRAIGHT BOURBON WHISKIES,07/06/2023,82.50
755,WHISKEY LIQUEUR,01/30/2023,202.56
209,AMERICAN VODKAS,01/12/2023,1170.00
391,SINGLE MALT SCOTCH,05/24/2023,52.56
260,STRAIGHT RYE WHISKIES,10/09/2023,2076.73
306,SINGLE BARREL BOURBON WHISKIES,09/15/2023,37.50
448,FLAVORED GIN,03/07/2023,236.25
389,IMPORTED DRY GINS,09/28/2023,569.43
772,AMERICAN CORDIALS & LIQUEURS,05/03/2023,1412.10
266,SCOTCH WHISKIES,06/22/2023,242.58
558,AGED DARK RUM,04/14/2023,252.00
125,BOTTLED IN BOND BOURBON,07/10/2023,225.00
368,100% AGAVE TEQUILA,07/11/2023,443.46
305,WHITE RUM,08/10/2023,212.08
642,BLENDED WHISKIES,10/13/2023,499.50
035,WHITE RUM,06/20/2023,14857.59
421,IMPORTED SCHNAPPS,06/16/2023,17935.51
192,100% AGAVE TEQUILA,04/25/2023,4782.90
260,WHITE RUM,08/08/2023,607.11
260,MEZCAL,03/14/2023,540.00
434,100% AGAVE TEQUILA,08/11/2023,2032.70
421,BLENDED WHISKIES,05/12/2023,612.75
978,AMERICAN DRY GINS,04/10/2023,357.12
260,AMERICAN FLAVORED VODKA,06/30/2023,12382.56
370,100% AGAVE TEQUILA,07/17/2023,6494.96
578,STRAIGHT BOURBON WHISKIES,04/18/2023,66.70
357,TEMPORARY & SPECIALTY PACKAGES,07/10/2023,280.08
742,CORN WHISKIES,09/26/2023,45.00
297,AMERICAN DRY GINS,01/23/2023,280.96
477,IMPORTED CORDIALS & LIQUEURS,07/28/2023,153.84
370,IRISH WHISKIES,06/27/2023,24564.27
785,FLAVORED RUM,06/28/2023,336.44
115,IMPORTED DISTILLED SPIRITS SPECIALTY,06/29/2023,141.75
755,STRAIGHT BOURBON WHISKIES,05/01/2023,288.90
395,SPECIAL ORDER ITEMS,04/12/2023,234.00
380,AMERICAN DRY GINS,08/10/2023,517.86
260,100% AGAVE TEQUILA,07/23/2023,849.46
259,AMERICAN DRY GINS,05/09/2023,210.00
666,AMERICAN FLAVORED VODKA,06/26/2023,138.18
978,BLENDED WHISKIES,03/14/2023,44.76
594,BLENDED WHISKIES,03/21/2023,864.00
259,100% AGAVE TEQUILA,01/26/2023,146.25
363,SINGLE MALT SCOTCH,05/02/2023,596.10
260,FLAVORED RUM,09/25/2023,1202.44
421,CORN WHISKIES,02/21/2023,94.50
293,IMPORTED DISTILLED SPIRITS SPECIALTY,07/28/2023,437.00
492,STRAIGHT BOURBON WHISKIES,08/16/2023,374.22
370,IMPORTED FLAVORED VODKA,04/05/2023,5597.88
259,WHISKEY LIQUEUR,09/20/2023,287.10
492,BOTTLED IN BOND BOURBON,06/16/2023,360.72
368,BLENDED WHISKIES,09/18/2023,356.50
229,AMERICAN VODKAS,01/09/2023,1228.50
594,STRAIGHT BOURBON WHISKIES,09/28/2023,180.00
229,AMERICAN VODKAS,09/06/2023,3204.00
300,AMERICAN FLAVORED VODKA,09/12/2023,305.76
434,SINGLE BARREL BOURBON WHISKIES,05/04/2023,810.00
421,BLENDED WHISKIES,01/05/2023,1079.10
255,100% AGAVE TEQUILA,05/25/2023,1121.61
434,COCKTAILS/RTD,07/12/2023,160.60
421,COFFEE LIQUEURS,09/18/2023,294.80
363,SINGLE MALT SCOTCH,06/02/2023,405.00
368,STRAIGHT RYE WHISKIES,10/20/2023,96.00
260,STRAIGHT RYE WHISKIES,08/15/2023,1409.48
065,100% AGAVE TEQUILA,10/12/2023,20889.15
240,IRISH WHISKIES,01/25/2023,1333.50
395,GOLD RUM,10/30/2023,49.50
370,IMPORTED FLAVORED VODKA,02/21/2023,2360.62
578,STRAIGHT BOURBON WHISKIES,03/06/2023,200.10
305,IMPORTED VODKAS,08/02/2023,482.31
421,IMPORTED CORDIALS & LIQUEURS,01/31/2023,1888.45
370,IRISH WHISKIES,05/24/2023,35420.05
654,AMERICAN FLAVORED VODKA,08/02/2023,243.00
305,AMERICAN FLAVORED VODKA,08/18/2023,42.75
240,100% AGAVE TEQUILA,08/23/2023,1399.50
305,COCKTAILS/RTD,02/01/2023,1174.66
205,AMERICAN VODKAS,07/21/2023,7449.51
434,AMERICAN VODKAS,05/16/2023,23224.01
259,AMERICAN DRY GINS,05/23/2023,270.00
421,AMERICAN SCHNAPPS,09/05/2023,14595.18
421,IMPORTED DISTILLED SPIRITS SPECIALTY,03/30/2023,349.92
380,COFFEE LIQUEURS,06/29/2023,985.50
229,BLENDED WHISKIES,05/01/2023,79.08
283,IMPORTED BRANDIES,04/21/2023,57.00
338,TEMPORARY & SPECIALTY PACKAGES,01/27/2023,133.86
370,TEMPORARY & SPECIALTY PACKAGES,01/25/2023,89.94
434,SPICED RUM,10/19/2023,307.50
370,FLAVORED RUM,04/21/2023,16969.92
